route_id,route_name,km_from,km_to,province,geocode,agency,accidents,dead,injured,severity_score,accidents_per_year,years_observed,rain_share,common_geometry,common_cause
103,แม่ยางฮ่อ - แม่ตีบ,36,37,แพร่,54,กรมทางหลวง,16,1,14,24,4,4,0.125,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด
213,สมเด็จ - สร้างค้อ,109,110,สกลนคร,47,กรมทางหลวง,16,0,24,24,3.2,5,0.375,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4065,บ้านเนียง - ยะหา,2,3,ยะลา,95,กรมทางหลวง,16,1,14,24,3.2,5,0.563,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,คลองท่อม - นาวง,1009,1010,กระบี่,81,กรมทางหลวง,14,1,14,24,2.8,5,0.429,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
129,ทางเลี่ยงเมืองแพร่,3,4,แพร่,54,กรมทางหลวง,13,2,4,24,3.25,4,0.077,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3,นายายอาม - บ้านสิ้ว,311,312,จันทบุรี,22,กรมทางหลวง,12,2,4,24,3,4,0.083,ทางแยกรูปตัว T+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
1,ต่างระดับบางปะอิน - หนองแค,59,60,พระนครศรีอยุธยา,14,กรมทางหลวง,12,0,24,24,3,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
340,สุพรรณบุรี - ศรีประจันต์,83,84,สุพรรณบุรี,72,กรมทางหลวง,11,1,14,24,2.75,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
202,สะพานคลองลำเซ - ปทุมราชวงศา,322,323,อำนาจเจริญ,37,กรมทางหลวง,11,1,14,24,5.5,2,0.091,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
41,ถ้ำพรรณรา - ทุ่งสง,283,284,นครศรีธรรมราช,80,กรมทางหลวง,11,1,14,24,2.2,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
205,โคกสวาย - แขวงทางหลวงนครราชสีมาที่ 1,228,229,นครราชสีมา,30,กรมทางหลวง,10,2,4,24,2.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,น้ำรอด - พ่อตาหินช้าง,429,430,ชุมพร,86,กรมทางหลวง,10,2,4,24,3.33,3,0,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
2,มวกเหล็ก - บ่อทอง,67,68,นครราชสีมา,30,กรมทางหลวง,10,2,4,24,2,5,0.3,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,แยกประตูชัย - พาน,843,844,พะเยา,56,กรมทางหลวง,10,2,4,24,2,5,0.1,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,สระพัง - เขาวัง,144,145,เพชรบุรี,76,กรมทางหลวง,9,2,4,24,2.25,4,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
21,ม่วงค่อม - คลองกระจัง,84,85,ลพบุรี,16,กรมทางหลวง,9,2,4,24,1.8,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
41,หัวเตย - ท่าโรงช้าง,163,164,สุราษฎร์ธานี,84,กรมทางหลวง,9,2,4,24,2.25,4,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
344,หนองปรือ - คลองเขต,53,54,ชลบุรี,20,กรมทางหลวง,9,2,4,24,2.25,4,0.222,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
214,บ้านหลุบ - ลำชี,5,6,กาฬสินธุ์,46,กรมทางหลวง,9,1,14,24,1.8,5,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
418,ยุโป - ท่าสาป,34,35,ยะลา,95,กรมทางหลวง,9,1,14,24,1.8,5,0.222,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,แม่กา - แยกประตูชัย,835,836,พะเยา,56,กรมทางหลวง,9,2,4,24,3,3,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
11,ขุนตาน - อุโมงค์,522,523,ลำพูน,51,กรมทางหลวง,8,2,4,24,2.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,พ่อตาหินช้าง - วังครก,454,455,ชุมพร,86,กรมทางหลวง,8,2,4,24,2,4,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
32,โพนางดำออก - ท่าฉนวน,115,116,ชัยนาท,18,กรมทางหลวง,8,2,4,24,2,4,0.125,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
34,ทางเข้าท่าอากาศยานสุวรรณภูมิ - บางวัว,20,21,สมุทรปราการ,11,กรมทางหลวง,8,2,4,24,1.6,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
304,คลองหลวงแพ่ง - ฉะเชิงเทรา,53,54,ฉะเชิงเทรา,24,กรมทางหลวง,8,2,4,24,1.6,5,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
232,ถนนวงแหวนรอบเมืองร้อยเอ็ด,24,25,ร้อยเอ็ด,45,กรมทางหลวง,8,2,4,24,2,4,0,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
105,แม่สอด - ห้วยบง,8,9,ตาก,63,กรมทางหลวง,8,2,4,24,2,4,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
105,แม่สอด - ห้วยบง,0,1,ตาก,63,กรมทางหลวง,8,2,4,24,1.6,5,0.5,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
344,หนองรี - หนองปรือ,7,8,ชลบุรี,20,กรมทางหลวง,8,2,4,24,2,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3651,แยกสาครเกษม - คลองมะเดื่อ,2,3,สมุทรสาคร,74,กรมทางหลวง,8,2,4,24,2,4,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,เขาวัง - หนองบ้วย,167,168,เพชรบุรี,76,กรมทางหลวง,8,2,4,24,2,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
