route_id,route_name,km_from,km_to,province,geocode,agency,accidents,dead,injured,severity_score,accidents_per_year,years_observed,rain_share,common_geometry,common_cause
4,นาโหนด - ห้วยทราย,1191,1192,พัทลุง,93,กรมทางหลวง,11,4,14,54,3.67,3,0.364,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
24,ซับประดู่ - สี่แยกปักธงชัย,10,11,นครราชสีมา,30,กรมทางหลวง,8,3,24,54,2,4,0.125,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
317,หน้าค่าย ตชด. - พังงอน,19,20,จันทบุรี,22,กรมทางหลวง,7,4,14,54,1.4,5,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
รย.4034,แยกทางหลวงหมายเลข 3191 (กม.ที่ 11+040) - นิคมสร้างตนเองสาย11,8,9,ระยอง,21,กรมทางหลวงชนบท,7,4,14,54,2.33,3,0.143,ทางสี่แยก,ขับรถเร็วเกินอัตรากำหนด
404,ละงู - ฉลุง,101,102,สตูล,91,กรมทางหลวง,6,4,14,54,2,3,0.167,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
408,เฉลิมพระเกียรติ - ปากระวะ,45,46,นครศรีธรรมราช,80,กรมทางหลวง,4,5,4,54,1.33,3,0,ทางตรง+ที่ราบ,มีการตัดหน้าระยะกระชั้นชิด
1,นครชุม - วังเจ้า,483,484,กำแพงเพชร,62,กรมทางหลวง,3,5,4,54,1.5,2,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
35,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,20,21,สมุทรสาคร,74,กรมทางหลวง,48,3,23,53,12,4,0.042,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
2,มวกเหล็ก - บ่อทอง,37,38,นครราชสีมา,30,กรมทางหลวง,41,1,43,53,8.2,5,0.537,ทางตรง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,ตาคลี - ดอนรังนก,257,258,นครสวรรค์,60,กรมทางหลวง,32,1,43,53,8,4,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
304,วังน้ำเขียว - ดอนขวาง,243,244,นครราชสีมา,30,กรมทางหลวง,26,3,23,53,5.2,5,0.385,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด
303,ราษฎร์บูรณะ - พระสมุทรเจดีย์,18,19,สมุทรปราการ,11,กรมทางหลวง,18,3,23,53,4.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,สระพัง - เขาวัง,138,139,เพชรบุรี,76,กรมทางหลวง,15,4,13,53,3.75,4,0.267,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4103,เบญจม - จังหูน,28,29,นครศรีธรรมราช,80,กรมทางหลวง,14,2,33,53,2.8,5,0.071,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
376,ทางเลี่ยงเมืองราชบุรี,8,9,ราชบุรี,70,กรมทางหลวง,8,5,3,53,2,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3,โพธิ์ทอง - บ้านพลิ้ว,332,333,จันทบุรี,22,กรมทางหลวง,8,5,3,53,2,4,0.125,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
4,น้ำรอด - พ่อตาหินช้าง,438,439,ชุมพร,86,กรมทางหลวง,8,4,13,53,2.67,3,0.125,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
403,นครศรีธรรมราช - เสาธง,1,2,นครศรีธรรมราช,80,กรมทางหลวง,7,2,33,53,2.33,3,0.143,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
12,ขุมขี้ยาง - มุกดาหาร,763,764,มุกดาหาร,49,กรมทางหลวง,6,5,3,53,1.5,4,0.167,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1308,1309,สงขลา,90,กรมทางหลวง,6,5,3,53,1.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3282,ไร่ใหม่ - แยกนิคมทับเสลา,49,50,อุทัยธานี,61,กรมทางหลวง,5,5,3,53,2.5,2,0,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
นค.1017,แยกทางหลวงหมายเลข 2 (กม.ที่ 487+550) - บ้านหนองสองห้อง,16,17,หนองคาย,43,กรมทางหลวงชนบท,3,5,3,53,1.5,2,0,ทางตรง,ขับรถเร็วเกินอัตรากำหนด
2,พล - บ้านไผ่,276,277,ขอนแก่น,40,กรมทางหลวง,3,5,3,53,1,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
338,อรุณอมรินทร์ - พุทธมณฑลสาย 4,13,14,กรุงเทพมหานคร,10,กรมทางหลวง,89,1,42,52,17.8,5,0.034,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
35,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,29,30,สมุทรสาคร,74,กรมทางหลวง,49,3,22,52,12.25,4,0.02,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3242,บางบอน - โรงพยาบาลบางปะกอก 8,18,19,กรุงเทพมหานคร,10,กรมทางหลวง,35,0,52,52,8.75,4,0.057,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
32,ไชโย - สิงห์ใต้,83,84,สิงห์บุรี,17,กรมทางหลวง,25,2,32,52,5,5,0.12,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
34,ทางเข้าท่าอากาศยานสุวรรณภูมิ - บางวัว,32,33,สมุทรปราการ,11,กรมทางหลวง,23,3,22,52,5.75,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
22,หนองขาม - หนองหาน,31,32,อุดรธานี,41,กรมทางหลวง,14,3,22,52,3.5,4,0.5,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
24,กระเทียม - ห้วยสำราญ,239,240,สุรินทร์,32,กรมทางหลวง,12,4,12,52,3,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
316,เขาไร่ยา - จันทบุรี,5,6,จันทบุรี,22,กรมทางหลวง,12,4,12,52,2.4,5,0.333,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3,แม่น้ำตราด - หาดเล็ก,404,405,ตราด,23,กรมทางหลวง,12,4,12,52,2.4,5,0.5,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,นาโหนด - ห้วยทราย,1193,1194,พัทลุง,93,กรมทางหลวง,11,4,12,52,3.67,3,0.364,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
340,สุพรรณบุรี - ศรีประจันต์,102,103,สุพรรณบุรี,72,กรมทางหลวง,10,4,12,52,2.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
11,หนองกลับ - เขาทราย,118,119,พิจิตร,66,กรมทางหลวง,5,5,2,52,1.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถย้อนศร
408,ทุ่งหวัง - นาทวี,189,190,สงขลา,90,กรมทางหลวง,4,5,2,52,1.33,3,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
33,พระปรง - โนนจิก,246,247,สระแก้ว,27,กรมทางหลวง,4,5,2,52,1.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
35,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,38,39,สมุทรสาคร,74,กรมทางหลวง,78,3,21,51,19.5,4,0.013,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
35,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,30,31,สมุทรสาคร,74,กรมทางหลวง,72,4,11,51,18,4,0.014,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
340,สาลี - สุพรรณบุรี,70,71,สุพรรณบุรี,72,กรมทางหลวง,48,2,31,51,9.6,5,0.042,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1001,เชียงใหม่ - บ้านโป่ง,9,10,เชียงใหม่,50,กรมทางหลวง,40,3,21,51,10,4,0.3,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
304,สี่แยกกบินทร์บุรี - วังน้ำเขียว,209,210,ปราจีนบุรี,25,กรมทางหลวง,37,3,21,51,7.4,5,0.027,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,ดอนรังนก - หางน้ำหนองแขม,281,282,ชัยนาท,18,กรมทางหลวง,18,3,21,51,3.6,5,0.056,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
41,เขาบ่อ - ท่าทอง,26,27,ชุมพร,86,กรมทางหลวง,18,3,21,51,3.6,5,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
2,มวกเหล็ก - บ่อทอง,65,66,นครราชสีมา,30,กรมทางหลวง,16,3,21,51,4,4,0.688,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
3,โพธิ์ทอง - บ้านพลิ้ว,333,334,จันทบุรี,22,กรมทางหลวง,14,4,11,51,2.8,5,0.143,ทางแยกรูปตัว T+ที่ราบ,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร
420,วงแหวนรอบเมืองสุราษฎร์ธานี,2,3,สุราษฎร์ธานี,84,กรมทางหลวง,12,4,11,51,2.4,5,0.333,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
36,มะขามคู่ - มาบข่า,29,30,ระยอง,21,กรมทางหลวง,10,4,11,51,3.33,3,0.2,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
201,ปากปวน - ปากภู,352,353,เลย,42,กรมทางหลวง,10,3,21,51,2.5,4,0.3,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
32,อยุธยา - นครหลวง,16,17,พระนครศรีอยุธยา,14,กรมทางหลวง,9,3,21,51,1.8,5,0.111,ทางตรง+ไม่มีความลาดชัน,หลับใน
1,ต่างระดับคลองหลวง - ประตูน้ำพระอินทร์,43,44,ปทุมธานี,13,กรมทางหลวง,8,5,1,51,2.67,3,0.125,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
23,บ้านย่อ - บ้านสวน,198,199,ยโสธร,35,กรมทางหลวง,7,4,11,51,2.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
สบ.1003,แยกทางหลวงหมายเลข 2 (กม.ที่ 126+250) - น้ำตกเจ็ดคต,4,5,สระบุรี,19,กรมทางหลวงชนบท,5,5,1,51,1.25,4,0.4,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,บ้านหว้า - วังไผ่,335,336,นครสวรรค์,60,กรมทางหลวง,4,5,1,51,1.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
118,ดอยนางแก้ว - แม่สรวย,55,56,เชียงราย,57,กรมทางหลวง,16,3,20,50,3.2,5,0.5,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,หนองหมู - ห้วยยาง,303,304,ประจวบคีรีขันธ์,77,กรมทางหลวง,13,3,20,50,3.25,4,0.154,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,สระพัง - เขาวัง,147,148,เพชรบุรี,76,กรมทางหลวง,13,2,30,50,2.6,5,0.154,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
21,แยกมะนาวหวาน - ม่วงค่อม,51,52,ลพบุรี,16,กรมทางหลวง,8,2,30,50,2.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
43,จะนะ - ปาแด,58,59,สงขลา,90,กรมทางหลวง,8,3,20,50,2,4,0,ทางตรง+ไม่มีความลาดชัน,หลับใน
304,เสม็ดเหนือ - พนมสารคาม,105,106,ฉะเชิงเทรา,24,กรมทางหลวง,6,4,10,50,2,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
2050,อุบลราชธานี - ตระการพืชผล,10,11,อุบลราชธานี,34,กรมทางหลวง,6,4,10,50,2,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,ห้วยชินสีห์ - ปากท่อ,115,116,ราชบุรี,70,กรมทางหลวง,5,4,10,50,1.67,3,0.2,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,คลองท่อม - นาวง,1010,1011,กระบี่,81,กรมทางหลวง,4,1,40,50,1.33,3,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
12,พิษณุโลก - ร้องโพธิ์,236,237,พิษณุโลก,65,กรมทางหลวง,3,4,10,50,1.5,2,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
9,แขวงรามอินทรา - บางพลี,55,56,กรุงเทพมหานคร,10,กรมทางหลวง,70,0,49,49,14,5,0.129,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
7,ตะเคียนเตี้ย - พลา,115,116,ชลบุรี,20,กรมทางหลวง,27,3,19,49,6.75,4,0.037,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
103,แม่ยางฮ่อ - แม่ตีบ,33,34,แพร่,54,กรมทางหลวง,21,2,29,49,4.2,5,0.286,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด
309,วังน้อย - บ้านสร้าง,5,6,พระนครศรีอยุธยา,14,กรมทางหลวง,20,2,29,49,4,5,0.05,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
33,นาคู - ป่าโมก,33,34,อ่างทอง,15,กรมทางหลวง,16,4,9,49,4,4,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
4,พัทลุง - นาโหนด,1166,1167,พัทลุง,93,กรมทางหลวง,15,4,9,49,3,5,0.267,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,ต่างระดับบางปะอิน - หนองแค,65,66,พระนครศรีอยุธยา,14,กรมทางหลวง,15,2,29,49,3,5,0.067,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
309,วังน้อย - บ้านสร้าง,2,3,พระนครศรีอยุธยา,14,กรมทางหลวง,14,3,19,49,3.5,4,0.214,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3,เขาสมิง - แม่น้ำตราด,393,394,ตราด,23,กรมทางหลวง,14,4,9,49,3.5,4,0.071,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
340,สุพรรณบุรี - ศรีประจันต์,103,104,สุพรรณบุรี,72,กรมทางหลวง,9,4,9,49,2.25,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
361,ทางเลี่ยงเมืองชลบุรี,10,11,ชลบุรี,20,กรมทางหลวง,8,3,19,49,2,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
340,บางบัวทอง -  ลาดบัวหลวง,8,9,ปทุมธานี,13,กรมทางหลวง,7,4,9,49,1.75,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
205,โคกสวาย - แขวงทางหลวงนครราชสีมาที่ 1,216,217,นครราชสีมา,30,กรมทางหลวง,7,4,9,49,1.4,5,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,พาน - ร่องขุ่น,913,914,เชียงราย,57,กรมทางหลวง,7,4,9,49,1.75,4,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3,บ้านสิ้ว - โพธิ์ทอง,319,320,จันทบุรี,22,กรมทางหลวง,7,4,9,49,1.75,4,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3256,บางพลี - กิ่งแก้ว,17,18,สมุทรปราการ,11,กรมทางหลวง,5,2,29,49,1.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
408,ปากระวะ - ม่วงงาม,84,85,สงขลา,90,กรมทางหลวง,5,4,9,49,1.25,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,หนองหมู - ห้วยยาง,330,331,ประจวบคีรีขันธ์,77,กรมทางหลวง,3,4,9,49,1.5,2,0,ทางตรง+ไม่มีความลาดชัน,หลับใน
12,เมืองเก่า - สุโขทัย,167,168,สุโขทัย,64,กรมทางหลวง,33,0,48,48,8.25,4,0.03,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
41,ท่าชี - ถ้ำพรรณรา,234,235,สุราษฎร์ธานี,84,กรมทางหลวง,15,4,8,48,3.75,4,0.333,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
309,วังน้อย - บ้านสร้าง,3,4,พระนครศรีอยุธยา,14,กรมทางหลวง,15,3,18,48,3,5,0.067,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
317,ปากแซง - หน้าค่าย ตชด.,2,3,จันทบุรี,22,กรมทางหลวง,10,4,8,48,2.5,4,0.3,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
2,ตาลเดี่ยว - ซับบอน,19,20,สระบุรี,19,กรมทางหลวง,8,3,18,48,2,4,0,ทางตรง+ไม่มีความลาดชัน,หลับใน
3,นายายอาม - บ้านสิ้ว,288,289,จันทบุรี,22,กรมทางหลวง,8,4,8,48,1.6,5,0.125,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
33,นาคู - ป่าโมก,19,20,พระนครศรีอยุธยา,14,กรมทางหลวง,7,4,8,48,2.33,3,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
32,สิงห์ใต้ - สิงห์เหนือ,86,87,สิงห์บุรี,17,กรมทางหลวง,5,2,28,48,1.25,4,0.4,ทางตรง+ไม่มีความลาดชัน,ถนนลื่น
43,หาดใหญ่ - นาหม่อม,1,2,สงขลา,90,กรมทางหลวง,4,4,8,48,1.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
2034,มุกดาหาร - นาสีนวน,7,8,มุกดาหาร,49,กรมทางหลวง,4,4,8,48,1.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
35,ดาวคะนอง -  แสมดำ,4,5,กรุงเทพมหานคร,10,กรมทางหลวง,64,1,37,47,12.8,5,0.031,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
7,หนองข้างคอก - ตะเคียนเตี้ย,86,87,ชลบุรี,20,กรมทางหลวง,52,3,17,47,10.4,5,0.058,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,ต่างระดับบางปะอิน - หนองแค,58,59,พระนครศรีอยุธยา,14,กรมทางหลวง,32,1,37,47,6.4,5,0.063,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
36,มะขามคู่ - มาบข่า,35,36,ระยอง,21,กรมทางหลวง,30,0,47,47,10,3,0.933,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3242,บางบอน - โรงพยาบาลบางปะกอก 8,16,17,กรุงเทพมหานคร,10,กรมทางหลวง,27,0,47,47,9,3,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
11,ขุนตาน - อุโมงค์,528,529,ลำพูน,51,กรมทางหลวง,19,4,7,47,3.8,5,0.158,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
41,ไม้เสียบ - สี่แยกโพธิ์ทอง,362,363,พัทลุง,93,กรมทางหลวง,11,3,17,47,2.2,5,0,ทางตรง+ไม่มีความลาดชัน,หลับใน
3,โพธิ์ทอง - บ้านพลิ้ว,339,340,จันทบุรี,22,กรมทางหลวง,10,4,7,47,2.5,4,0.2,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3312,ลำลูกกา - คลอง 16,16,17,ปทุมธานี,13,กรมทางหลวง,10,3,17,47,2.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
317,ปากแซง - หน้าค่าย ตชด.,5,6,จันทบุรี,22,กรมทางหลวง,10,4,7,47,2.5,4,0.1,ทางตรง+ไม่มีความลาดชัน,หลับใน
41,ร่อนพิบูลย์  - ไม้เสียบ,322,323,นครศรีธรรมราช,80,กรมทางหลวง,10,4,7,47,2.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
23,บ้านย่อ - บ้านสวน,215,216,ยโสธร,35,กรมทางหลวง,10,4,7,47,2.5,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
รย.5050,แยกทางหลวงชนบท รย.4027 (กม.ที่ 5+100) - บ้านห้วยโป่ง,4,5,ระยอง,21,กรมทางหลวงชนบท,9,3,17,47,3,3,0,ทางสี่แยก,ขับรถเร็วเกินอัตรากำหนด
201,โนนสว่าง - ปากปวน,330,331,เลย,42,กรมทางหลวง,8,4,7,47,1.6,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
202,ยโสธร- สะพานคลองลำเซ,267,268,ยโสธร,35,กรมทางหลวง,8,4,7,47,2,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,นครชุม - วังเจ้า,466,467,กำแพงเพชร,62,กรมทางหลวง,7,3,17,47,2.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
317,หน้าค่าย ตชด. - พังงอน,14,15,จันทบุรี,22,กรมทางหลวง,7,4,7,47,2.33,3,0.286,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด
3,บ้านสิ้ว - โพธิ์ทอง,312,313,จันทบุรี,22,กรมทางหลวง,7,4,7,47,2.33,3,0.143,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,นาวง - ห้วยยอด,1064,1065,ตรัง,92,กรมทางหลวง,6,0,47,47,1.5,4,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
41,เขาบ่อ - ท่าทอง,24,25,ชุมพร,86,กรมทางหลวง,6,4,7,47,1.5,4,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
1,แยกประตูชัย - พาน,862,863,พะเยา,56,กรมทางหลวง,6,3,17,47,2,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
202,ลำพังชู - ห้วยลำเตา,131,132,มหาสารคาม,44,กรมทางหลวง,5,2,27,47,1.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
12,ขุมขี้ยาง - มุกดาหาร,750,751,มุกดาหาร,49,กรมทางหลวง,5,4,7,47,1.25,4,0,ทางตรง+ที่ราบ,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
359,เขามะกา - เขาหินซ้อน,54,55,ปราจีนบุรี,25,กรมทางหลวง,3,4,7,47,1,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
9,แขวงรามอินทรา - บางพลี,49,50,กรุงเทพมหานคร,10,กรมทางหลวง,83,0,46,46,16.6,5,0.084,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
35,ดาวคะนอง -  แสมดำ,11,12,กรุงเทพมหานคร,10,กรมทางหลวง,56,2,26,46,11.2,5,0.036,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
35,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,15,16,สมุทรสาคร,74,กรมทางหลวง,43,1,36,46,10.75,4,0.023,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
304,ฉะเชิงเทรา - เสม็ดเหนือ,80,81,ฉะเชิงเทรา,24,กรมทางหลวง,31,4,6,46,6.2,5,0.613,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
1,ตาคลี - ดอนรังนก,258,259,นครสวรรค์,60,กรมทางหลวง,23,2,26,46,4.6,5,0.043,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,สระพัง - เขาวัง,137,138,เพชรบุรี,76,กรมทางหลวง,18,2,26,46,3.6,5,0.278,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
213,มหาสารคาม - หนองขอน,3,4,มหาสารคาม,44,กรมทางหลวง,10,4,6,46,3.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตราที่กำหนด
4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1300,1301,สงขลา,90,กรมทางหลวง,9,4,6,46,3,3,0.111,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
2369,พระทองคำ - ดอนไผ่,16,17,นครราชสีมา,30,กรมทางหลวง,9,1,36,46,2.25,4,0.111,ทางแยกรูปตัว ++ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
ชม.3035,แยกทางหลวงหมายเลข 108 (กม.ที่ 34+500) - บ้านร้อยจันทร์,21,22,เชียงใหม่,50,กรมทางหลวงชนบท,8,4,6,46,2,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
32,อ่างทอง - ไชโย,53,54,อ่างทอง,15,กรมทางหลวง,7,4,6,46,1.75,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3113,สำโรง - สะพานภูมิพล,1,2,สมุทรปราการ,11,กรมทางหลวง,7,4,6,46,2.33,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,หนองบ้วย - ห้วยทรายใต้,206,207,เพชรบุรี,76,กรมทางหลวง,7,4,6,46,1.75,4,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
